SNo,ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
7459,03/21/2020,District of Columbia,US,2020-03-21T02:43:03,98.0,1.0,0.0
7460,03/21/2020,,Albania,2020-03-21T12:43:08,76.0,2.0,2.0
7461,03/21/2020,,Belarus,2020-03-21T20:43:03,76.0,0.0,15.0
7462,03/21/2020,Xinjiang,Mainland China,2020-03-11T02:18:14,76.0,3.0,73.0
7463,03/21/2020,Inner Mongolia,Mainland China,2020-03-19T01:03:02,75.0,1.0,74.0
7464,03/21/2020,Ningxia,Mainland China,2020-03-16T14:38:45,75.0,0.0,75.0
7465,03/21/2020,Missouri,US,2020-03-21T17:43:03,74.0,3.0,0.0
7466,03/21/2020,,Malta,2020-03-21T15:13:45,73.0,0.0,2.0
7467,03/21/2020,Maine,US,2020-03-21T23:13:18,70.0,0.0,0.0
7468,03/21/2020,,Venezuela,2020-03-21T20:43:03,70.0,0.0,0.0
7469,03/21/2020,Iowa,US,2020-03-21T19:43:03,68.0,0.0,0.0
7470,03/21/2020,South Australia,Australia,2020-03-21T13:13:35,67.0,0.0,3.0
7471,03/21/2020,Rhode Island,US,2020-03-21T19:43:03,66.0,0.0,0.0
7472,03/21/2020,,Burkina Faso,2020-03-21T13:13:32,64.0,2.0,5.0
7473,03/21/2020,,Tunisia,2020-03-21T15:13:45,60.0,1.0,0.0
7474,03/21/2020,Kansas,US,2020-03-21T23:13:18,57.0,2.0,0.0
7475,03/21/2020,New Hampshire,US,2020-03-21T00:13:22,55.0,0.0,0.0
7476,03/21/2020,,Azerbaijan,2020-03-21T20:43:03,53.0,1.0,11.0
7477,03/21/2020,,Cambodia,2020-03-21T17:43:03,53.0,0.0,1.0
7478,03/21/2020,,Guadeloupe,2020-03-21T13:13:35,53.0,0.0,0.0
7479,03/21/2020,,Kazakhstan,2020-03-21T12:43:08,53.0,0.0,0.0
7480,03/21/2020,Oklahoma,US,2020-03-21T17:43:03,53.0,1.0,0.0
7481,03/21/2020,,New Zealand,2020-03-21T02:13:32,52.0,0.0,0.0
7482,03/21/2020,,Oman,2020-03-21T12:43:08,52.0,0.0,12.0
7483,03/21/2020,,Georgia,2020-03-21T17:43:03,49.0,0.0,1.0
7484,03/21/2020,,Trinidad and Tobago,2020-03-21T17:43:03,49.0,0.0,1.0
7485,03/21/2020,Diamond Princess cruise ship,US,2020-03-20T19:43:03,49.0,0.0,0.0
7486,03/21/2020,,Senegal,2020-03-21T01:43:03,47.0,0.0,5.0
7487,03/21/2020,,Ukraine,2020-03-21T21:13:10,47.0,3.0,1.0
7488,03/21/2020,,Reunion,2020-03-21T13:13:35,45.0,0.0,0.0
7489,03/21/2020,Delaware,US,2020-03-21T23:13:18,45.0,0.0,0.0
7490,03/21/2020,New Mexico,US,2020-03-20T21:43:03,43.0,0.0,0.0
7491,03/21/2020,,Uzbekistan,2020-03-21T21:13:10,43.0,0.0,0.0
7492,03/21/2020,Nebraska,US,2020-03-21T17:43:03,38.0,0.0,0.0
7493,03/21/2020,,Liechtenstein,2020-03-21T12:43:08,37.0,0.0,0.0
7494,03/21/2020,Hawaii,US,2020-03-21T02:43:03,37.0,0.0,0.0
7495,03/21/2020,Idaho,US,2020-03-21T02:43:03,36.0,0.0,0.0
7496,03/21/2020,,Martinique,2020-03-20T10:13:37,32.0,1.0,0.0
7497,03/21/2020,Channel Islands,UK,2020-03-21T21:13:29,32.0,0.0,0.0
7498,03/21/2020,Vermont,US,2020-03-20T21:43:03,29.0,2.0,0.0
7499,03/21/2020,North Dakota,US,2020-03-21T23:13:18,28.0,0.0,0.0
7500,03/21/2020,,Cameroon,2020-03-21T12:43:08,27.0,0.0,0.0
7501,03/21/2020,Saskatchewan,Canada,2020-03-21T02:43:03,26.0,0.0,0.0
7502,03/21/2020,,Bangladesh,2020-03-21T12:43:08,25.0,2.0,3.0
7503,03/21/2020,,Afghanistan,2020-03-20T14:43:04,24.0,0.0,1.0
7504,03/21/2020,,Honduras,2020-03-20T14:13:08,24.0,0.0,0.0
7505,03/21/2020,,Congo (Kinshasa),2020-03-21T12:43:08,23.0,1.0,0.0
7506,03/21/2020,Grand Princess,US,2020-03-20T19:43:03,23.0,0.0,0.0
7507,03/21/2020,Wyoming,US,2020-03-21T19:43:03,23.0,0.0,0.0
7508,03/21/2020,,Nigeria,2020-03-21T15:13:46,22.0,0.0,1.0
7509,03/21/2020,Nova Scotia,Canada,2020-03-21T21:13:30,21.0,0.0,0.0
7510,03/21/2020,,Cuba,2020-03-21T02:13:32,21.0,1.0,0.0
7511,03/21/2020,Montana,US,2020-03-21T17:43:03,21.0,0.0,0.0
7512,03/21/2020,Puerto Rico,US,2020-03-21T19:43:03,21.0,1.0,0.0
7513,03/21/2020,,Bolivia,2020-03-21T12:43:08,19.0,0.0,0.0
7514,03/21/2020,,Ghana,2020-03-21T23:13:17,19.0,1.0,0.0
7515,03/21/2020,Manitoba,Canada,2020-03-21T17:43:03,18.0,0.0,0.0
7516,03/21/2020,Macau,Macau,2020-03-21T22:13:24,18.0,0.0,10.0
7517,03/21/2020,Qinghai,Mainland China,2020-03-11T02:18:14,18.0,0.0,18.0
7518,03/21/2020,,French Guiana,2020-03-21T21:13:30,18.0,0.0,6.0
7519,03/21/2020,,Paraguay,2020-03-21T12:43:08,18.0,1.0,0.0
7520,03/21/2020,New Brunswick,Canada,2020-03-21T21:13:30,17.0,0.0,0.0
7521,03/21/2020,,Guatemala,2020-03-21T21:13:14,17.0,1.0,0.0
7522,03/21/2020,,Rwanda,2020-03-20T20:43:03,17.0,0.0,0.0
7523,03/21/2020,Tasmania,Australia,2020-03-21T13:13:35,16.0,0.0,3.0
7524,03/21/2020,,Jamaica,2020-03-20T14:13:11,16.0,1.0,2.0
7525,03/21/2020,,Togo,2020-03-21T17:43:03,16.0,0.0,1.0
7526,03/21/2020,French Polynesia,France,2020-03-21T12:43:08,15.0,0.0,0.0
7527,03/21/2020,Alaska,US,2020-03-21T23:13:18,15.0,0.0,0.0
7528,03/21/2020,Guam,US,2020-03-21T17:43:03,15.0,0.0,0.0
7529,03/21/2020,,Ivory Coast,2020-03-21T12:43:08,14.0,0.0,1.0
7530,03/21/2020,,Kyrgyzstan,2020-03-21T17:43:03,14.0,0.0,0.0
7531,03/21/2020,,Mauritius,2020-03-21T12:43:08,14.0,1.0,0.0
7532,03/21/2020,,Montenegro,2020-03-20T20:43:03,14.0,0.0,0.0
7533,03/21/2020,South Dakota,US,2020-03-20T02:43:10,14.0,1.0,0.0
7534,03/21/2020,,Maldives,2020-03-15T18:20:18,13.0,0.0,0.0
7535,03/21/2020,,Monaco,2020-03-21T13:13:32,11.0,0.0,0.0
7536,03/21/2020,Grand Princess,Canada,2020-03-20T03:13:18,10.0,0.0,0.0
7537,03/21/2020,,Mongolia,2020-03-21T12:43:08,10.0,0.0,0.0
7538,03/21/2020,Gibraltar,UK,2020-03-19T20:13:52,10.0,0.0,2.0
7539,03/21/2020,Australian Capital Territory,Australia,2020-03-21T13:13:35,9.0,0.0,0.0
7540,03/21/2020,,Ethiopia,2020-03-20T14:13:11,9.0,0.0,0.0
7541,03/21/2020,West Virginia,US,2020-03-21T02:43:03,8.0,0.0,0.0
7542,03/21/2020,,Guyana,2020-03-17T10:53:03,7.0,1.0,0.0
7543,03/21/2020,,Kenya,2020-03-19T02:33:08,7.0,0.0,0.0
7544,03/21/2020,,Mayotte,2020-03-21T13:13:35,7.0,0.0,0.0
7545,03/21/2020,,Seychelles,2020-03-20T15:43:24,7.0,0.0,0.0
7546,03/21/2020,,Barbados,2020-03-21T02:43:03,6.0,0.0,0.0
7547,03/21/2020,Newfoundland and Labrador,Canada,2020-03-21T21:13:29,6.0,0.0,0.0
7548,03/21/2020,,Equatorial Guinea,2020-03-19T20:43:03,6.0,0.0,0.0
7549,03/21/2020,,Tanzania,2020-03-19T11:33:36,6.0,0.0,0.0
7550,03/21/2020,United States Virgin Islands,US,2020-03-21T17:43:03,6.0,0.0,0.0
7551,03/21/2020,Aruba,Netherlands,2020-03-20T02:43:10,5.0,0.0,0.0
7552,03/21/2020,,"Bahamas, The",2020-03-21T02:43:03,4.0,0.0,0.0
7553,03/21/2020,New Caledonia,France,2020-03-21T17:43:03,4.0,0.0,0.0
7554,03/21/2020,St Martin,France,2020-03-19T09:33:04,4.0,0.0,0.0
7555,03/21/2020,,Gabon,2020-03-21T02:13:32,4.0,1.0,0.0
7556,03/21/2020,,Suriname,2020-03-20T14:43:04,4.0,0.0,0.0
7557,03/21/2020,Northern Territory,Australia,2020-03-20T21:13:29,3.0,0.0,0.0
7558,03/21/2020,,Cabo Verde,2020-03-21T15:13:46,3.0,0.0,0.0
7559,03/21/2020,,Central African Republic,2020-03-20T20:43:03,3.0,0.0,0.0
7560,03/21/2020,,Congo (Brazzaville),2020-03-19T20:13:56,3.0,0.0,0.0
7561,03/21/2020,,El Salvador,2020-03-21T12:43:08,3.0,0.0,0.0
7562,03/21/2020,Saint Barthelemy,France,2020-03-16T14:38:45,3.0,0.0,0.0
7563,03/21/2020,,Liberia,2020-03-21T12:43:08,3.0,0.0,0.0
7564,03/21/2020,,Madagascar,2020-03-20T22:13:53,3.0,0.0,0.0
7565,03/21/2020,,Namibia,2020-03-19T20:13:52,3.0,0.0,0.0
7566,03/21/2020,Curacao,Netherlands,2020-03-19T08:53:03,3.0,1.0,0.0
7567,03/21/2020,Cayman Islands,UK,2020-03-19T20:13:56,3.0,1.0,0.0
7568,03/21/2020,,Zimbabwe,2020-03-21T12:43:08,3.0,0.0,0.0
7569,03/21/2020,,Angola,2020-03-21T14:43:04,2.0,0.0,0.0
7570,03/21/2020,,Benin,2020-03-18T14:13:56,2.0,0.0,0.0
7571,03/21/2020,,Bhutan,2020-03-20T14:13:37,2.0,0.0,0.0
7572,03/21/2020,Prince Edward Island,Canada,2020-03-19T18:43:03,2.0,0.0,0.0
7573,03/21/2020,Greenland,Denmark,2020-03-19T08:13:19,2.0,0.0,0.0
7574,03/21/2020,,Guinea,2020-03-21T02:13:32,2.0,0.0,0.0
7575,03/21/2020,,Haiti,2020-03-21T14:43:04,2.0,0.0,0.0
7576,03/21/2020,,Kosovo,2020-03-15T18:20:19,2.0,0.0,0.0
7577,03/21/2020,,Mauritania,2020-03-19T02:33:08,2.0,0.0,0.0
7578,03/21/2020,,Nicaragua,2020-03-21T02:13:34,2.0,0.0,0.0
7579,03/21/2020,,Saint Lucia,2020-03-17T04:32:19,2.0,0.0,0.0
7580,03/21/2020,,Sudan,2020-03-18T12:13:09,2.0,1.0,0.0
7581,03/21/2020,Bermuda,UK,2020-03-21T03:13:14,2.0,0.0,0.0
7582,03/21/2020,,Zambia,2020-03-19T01:53:06,2.0,0.0,0.0
7583,03/21/2020,,Antigua and Barbuda,2020-03-15T18:20:19,1.0,0.0,0.0
7584,03/21/2020,Northwest Territories,Canada,2020-03-21T21:13:30,1.0,0.0,0.0
7585,03/21/2020,,Cape Verde,2020-03-21T23:43:02,1.0,0.0,0.0
7586,03/21/2020,,Chad,2020-03-21T03:13:14,1.0,0.0,0.0
7587,03/21/2020,Tibet,Mainland China,2020-03-11T02:18:14,1.0,0.0,1.0
7588,03/21/2020,,Djibouti,2020-03-19T14:53:06,1.0,0.0,0.0
7589,03/21/2020,,East Timor,2020-03-21T14:43:04,1.0,0.0,0.0
7590,03/21/2020,,Eritrea,2020-03-21T21:13:30,1.0,0.0,0.0
7591,03/21/2020,,Eswatini,2020-03-15T06:41:54,1.0,0.0,0.0
7592,03/21/2020,,Fiji,2020-03-19T14:53:06,1.0,0.0,0.0
7593,03/21/2020,,"Gambia, The",2020-03-18T14:13:56,1.0,0.0,0.0
7594,03/21/2020,,Holy See,2020-03-13T22:22:02,1.0,0.0,0.0
7595,03/21/2020,,Nepal,2020-03-13T22:22:03,1.0,0.0,1.0
7596,03/21/2020,Sint Maarten,Netherlands,2020-03-20T21:13:30,1.0,0.0,0.0
7597,03/21/2020,,Niger,2020-03-20T02:13:52,1.0,0.0,0.0
7598,03/21/2020,,Papua New Guinea,2020-03-21T23:43:02,1.0,0.0,0.0
7599,03/21/2020,,Saint Vincent and the Grenadines,2020-03-14T16:33:03,1.0,0.0,0.0
7600,03/21/2020,,Somalia,2020-03-18T00:53:03,1.0,0.0,0.0
7601,03/21/2020,US,US,2020-03-21T19:43:03,1.0,0.0,171.0
7602,03/21/2020,,Uganda,2020-03-21T23:43:02,1.0,0.0,0.0
7603,03/21/2020,Isle of Man,UK,2020-03-20T15:13:21,1.0,0.0,0.0
7604,03/21/2020,Montserrat,UK,2020-03-18T11:53:04,1.0,0.0,0.0
7605,03/21/2020,Diamond Princess cruise ship,Australia,2020-03-14T02:33:04,0.0,0.0,0.0
7606,03/21/2020,French Guiana,France,2020-03-18T14:33:15,0.0,0.0,0.0
7607,03/21/2020,Guadeloupe,France,2020-03-18T14:33:15,0.0,0.0,0.0
7608,03/21/2020,Mayotte,France,2020-03-18T14:33:15,0.0,0.0,0.0
7609,03/21/2020,Reunion,France,2020-03-18T14:33:15,0.0,0.0,0.0
7610,03/21/2020,,Greenland,2020-03-19T09:33:04,0.0,0.0,0.0
7611,03/21/2020,,Guam,2020-03-18T19:14:33,0.0,0.0,0.0
7612,03/21/2020,,Guernsey,2020-03-17T18:33:03,0.0,0.0,0.0
7613,03/21/2020,,Jersey,2020-03-17T18:33:03,0.0,0.0,0.0
7614,03/21/2020,,Puerto Rico,2020-03-17T16:13:14,0.0,0.0,0.0
7615,03/21/2020,,Republic of the Congo,2020-03-17T21:33:03,0.0,0.0,0.0
7616,03/21/2020,,The Bahamas,2020-03-19T12:13:38,0.0,0.0,0.0
7617,03/21/2020,,The Gambia,2020-03-18T14:13:56,0.0,0.0,0.0
7618,03/22/2020,,Afghanistan,3/8/20 5:31,40.0,1.0,1.0
7619,03/22/2020,,Albania,3/8/20 5:31,89.0,2.0,2.0
7620,03/22/2020,,Algeria,3/8/20 5:31,201.0,17.0,65.0
7621,03/22/2020,,Andorra,3/8/20 5:31,113.0,1.0,1.0
7622,03/22/2020,,Angola,3/8/20 5:31,2.0,0.0,0.0
7623,03/22/2020,,Antigua and Barbuda,3/8/20 5:31,1.0,0.0,0.0
7624,03/22/2020,,Argentina,3/8/20 5:31,266.0,4.0,27.0
7625,03/22/2020,,Armenia,3/8/20 5:31,194.0,0.0,2.0
7626,03/22/2020,,Austria,3/8/20 5:31,3580.0,16.0,9.0
7627,03/22/2020,,Azerbaijan,3/8/20 5:31,65.0,1.0,11.0
7628,03/22/2020,,Bahamas,3/8/20 5:31,4.0,0.0,0.0
7629,03/22/2020,,Bahrain,3/8/20 5:31,334.0,2.0,149.0
7630,03/22/2020,,Bangladesh,3/8/20 5:31,27.0,2.0,3.0
7631,03/22/2020,,Barbados,3/8/20 5:31,14.0,0.0,0.0
7632,03/22/2020,,Belarus,3/8/20 5:31,76.0,0.0,15.0
7633,03/22/2020,,Belgium,3/8/20 5:31,3401.0,75.0,263.0
7634,03/22/2020,,Benin,3/8/20 5:31,2.0,0.0,0.0
7635,03/22/2020,,Bhutan,3/8/20 5:31,2.0,0.0,0.0
7636,03/22/2020,,Bolivia,3/8/20 5:31,24.0,0.0,0.0
7637,03/22/2020,,Bosnia and Herzegovina,3/8/20 5:31,126.0,1.0,2.0
7638,03/22/2020,,Brazil,3/8/20 5:31,1546.0,25.0,2.0
7639,03/22/2020,,Brunei,3/8/20 5:31,88.0,0.0,2.0
7640,03/22/2020,,Bulgaria,3/8/20 5:31,187.0,3.0,3.0
7641,03/22/2020,,Burkina Faso,3/8/20 5:31,75.0,4.0,5.0
7642,03/22/2020,,Cabo Verde,3/8/20 5:31,3.0,0.0,0.0
7643,03/22/2020,,Cambodia,3/8/20 5:31,84.0,0.0,2.0
7644,03/22/2020,,Cameroon,3/8/20 5:31,40.0,0.0,2.0
7645,03/22/2020,,Central African Republic,3/8/20 5:31,3.0,0.0,0.0
7646,03/22/2020,,Chad,3/8/20 5:31,1.0,0.0,0.0
7647,03/22/2020,,Chile,3/8/20 5:31,632.0,1.0,8.0
7648,03/22/2020,,Colombia,3/8/20 5:31,231.0,2.0,3.0
7649,03/22/2020,,Congo (Brazzaville),3/8/20 5:31,3.0,0.0,0.0
7650,03/22/2020,,Congo (Kinshasa),3/8/20 5:31,30.0,1.0,0.0
7651,03/22/2020,,Costa Rica,3/8/20 5:31,134.0,2.0,2.0
7652,03/22/2020,,Croatia,3/8/20 5:31,254.0,1.0,5.0
7653,03/22/2020,,Cuba,3/8/20 5:31,35.0,1.0,0.0
7654,03/22/2020,,Cyprus,3/8/20 5:31,95.0,1.0,3.0
7655,03/22/2020,,Czech Republic,3/8/20 5:31,1120.0,1.0,6.0
7656,03/22/2020,,Denmark,3/8/20 5:31,1395.0,13.0,1.0
7657,03/22/2020,,Djibouti,3/8/20 5:31,1.0,0.0,0.0
7658,03/22/2020,,Dominica,3/8/20 5:31,1.0,0.0,0.0
7659,03/22/2020,,Dominican Republic,3/8/20 5:31,202.0,3.0,0.0
7660,03/22/2020,,Ecuador,3/8/20 5:31,789.0,14.0,3.0
7661,03/22/2020,,Egypt,3/8/20 5:31,327.0,14.0,56.0
7662,03/22/2020,,El Salvador,3/8/20 5:31,3.0,0.0,0.0
7663,03/22/2020,,Equatorial Guinea,3/8/20 5:31,6.0,0.0,0.0
7664,03/22/2020,,Eritrea,3/8/20 5:31,1.0,0.0,0.0
7665,03/22/2020,,Estonia,3/8/20 5:31,326.0,0.0,4.0
7666,03/22/2020,,Eswatini,3/8/20 5:31,4.0,0.0,0.0
7667,03/22/2020,,Ethiopia,3/8/20 5:31,11.0,0.0,0.0
7668,03/22/2020,,Fiji,3/8/20 5:31,2.0,0.0,0.0
7669,03/22/2020,,Finland,3/8/20 5:31,626.0,1.0,10.0
7670,03/22/2020,,France,3/8/20 5:31,16018.0,674.0,2200.0
7671,03/22/2020,,Gabon,3/8/20 5:31,5.0,1.0,0.0
7672,03/22/2020,,Gambia,3/8/20 5:31,1.0,0.0,0.0
7673,03/22/2020,,Georgia,3/8/20 5:31,54.0,0.0,1.0
7674,03/22/2020,,Germany,3/8/20 5:31,24873.0,94.0,266.0
7675,03/22/2020,,Ghana,3/8/20 5:31,23.0,1.0,0.0
7676,03/22/2020,,Greece,3/8/20 5:31,624.0,15.0,19.0
7677,03/22/2020,,Grenada,3/8/20 5:31,1.0,0.0,0.0
7678,03/22/2020,,Guatemala,3/8/20 5:31,19.0,1.0,0.0
7679,03/22/2020,,Guinea,3/8/20 5:31,2.0,0.0,0.0
7680,03/22/2020,,Guyana,3/8/20 5:31,18.0,1.0,0.0
7681,03/22/2020,,Haiti,3/8/20 5:31,2.0,0.0,0.0
7682,03/22/2020,,Holy See,3/8/20 5:31,1.0,0.0,0.0
7683,03/22/2020,,Honduras,3/8/20 5:31,26.0,0.0,0.0
7684,03/22/2020,,Hungary,3/8/20 5:31,131.0,6.0,16.0
7685,03/22/2020,,Iceland,3/8/20 5:31,568.0,1.0,5.0
7686,03/22/2020,,India,3/8/20 5:31,396.0,7.0,24.0
7687,03/22/2020,,Indonesia,3/8/20 5:31,514.0,48.0,29.0
7688,03/22/2020,,Iran,3/8/20 5:31,21638.0,1685.0,7635.0
7689,03/22/2020,,Iraq,3/8/20 5:31,233.0,20.0,57.0
7690,03/22/2020,,Ireland,3/8/20 5:31,906.0,4.0,5.0
7691,03/22/2020,,Israel,3/8/20 5:31,1071.0,1.0,37.0
7692,03/22/2020,,Italy,3/8/20 5:31,59138.0,5476.0,7024.0
7693,03/22/2020,,Ivory Coast,3/8/20 5:31,14.0,0.0,1.0
7694,03/22/2020,,Jamaica,3/8/20 5:31,19.0,1.0,2.0
7695,03/22/2020,,Japan,3/8/20 5:31,1086.0,36.0,235.0
7696,03/22/2020,,Jordan,3/8/20 5:31,112.0,0.0,1.0
7697,03/22/2020,,Kazakhstan,3/8/20 5:31,59.0,0.0,0.0
7698,03/22/2020,,Kenya,3/8/20 5:31,15.0,0.0,0.0
7699,03/22/2020,,Kuwait,3/8/20 5:31,188.0,0.0,30.0
7700,03/22/2020,,Kyrgyzstan,3/8/20 5:31,14.0,0.0,0.0
7701,03/22/2020,,Latvia,3/8/20 5:31,139.0,0.0,1.0
7702,03/22/2020,,Lebanon,3/8/20 5:31,248.0,4.0,8.0
7703,03/22/2020,,Liberia,3/8/20 5:31,3.0,0.0,0.0
7704,03/22/2020,,Liechtenstein,3/8/20 5:31,37.0,0.0,0.0
7705,03/22/2020,,Lithuania,3/8/20 5:31,129.0,1.0,1.0
7706,03/22/2020,,Luxembourg,3/8/20 5:31,798.0,8.0,6.0
7707,03/22/2020,,Madagascar,3/8/20 5:31,3.0,0.0,0.0
7708,03/22/2020,,Malaysia,3/8/20 5:31,1306.0,10.0,139.0
7709,03/22/2020,,Maldives,3/8/20 5:31,13.0,0.0,3.0
7710,03/22/2020,,Malta,3/8/20 5:31,90.0,0.0,2.0
7711,03/22/2020,,Mauritania,3/8/20 5:31,2.0,0.0,0.0
7712,03/22/2020,,Mauritius,3/8/20 5:31,28.0,2.0,0.0
7713,03/22/2020,,Mexico,3/8/20 5:31,251.0,2.0,4.0
7714,03/22/2020,,Moldova,3/8/20 5:31,94.0,1.0,1.0
7715,03/22/2020,,Monaco,3/8/20 5:31,23.0,0.0,1.0
7716,03/22/2020,,Mongolia,3/8/20 5:31,10.0,0.0,0.0
7717,03/22/2020,,Montenegro,3/8/20 5:31,21.0,0.0,0.0
7718,03/22/2020,,Morocco,3/8/20 5:31,115.0,4.0,3.0
7719,03/22/2020,,Mozambique,3/8/20 5:31,1.0,0.0,0.0
7720,03/22/2020,,Namibia,3/8/20 5:31,3.0,0.0,0.0
7721,03/22/2020,,Nepal,3/8/20 5:31,1.0,0.0,1.0
7722,03/22/2020,,Netherlands,3/8/20 5:31,4204.0,179.0,2.0
7723,03/22/2020,,New Zealand,3/8/20 5:31,102.0,0.0,0.0
7724,03/22/2020,,Nicaragua,3/8/20 5:31,2.0,0.0,0.0
7725,03/22/2020,,Niger,3/8/20 5:31,2.0,0.0,0.0
7726,03/22/2020,,Nigeria,3/8/20 5:31,30.0,0.0,2.0
7727,03/22/2020,,North Macedonia,3/8/20 5:31,115.0,1.0,1.0
7728,03/22/2020,,Norway,3/8/20 5:31,2263.0,7.0,6.0
7729,03/22/2020,,Oman,3/8/20 5:31,55.0,0.0,17.0
7730,03/22/2020,,Pakistan,3/8/20 5:31,776.0,4.0,13.0
7731,03/22/2020,,Panama,3/8/20 5:31,313.0,3.0,1.0
7732,03/22/2020,,Papua New Guinea,3/8/20 5:31,1.0,0.0,0.0
7733,03/22/2020,,Paraguay,3/8/20 5:31,22.0,1.0,0.0
7734,03/22/2020,,Peru,3/8/20 5:31,363.0,5.0,1.0
7735,03/22/2020,,Philippines,3/8/20 5:31,380.0,25.0,15.0
7736,03/22/2020,,Poland,3/8/20 5:31,634.0,7.0,13.0
7737,03/22/2020,,Portugal,3/8/20 5:31,1600.0,14.0,5.0
7738,03/22/2020,,Qatar,3/8/20 5:31,494.0,0.0,33.0
7739,03/22/2020,,Romania,3/8/20 5:31,433.0,3.0,64.0
7740,03/22/2020,,Russia,3/8/20 5:31,367.0,1.0,16.0
7741,03/22/2020,,Rwanda,3/8/20 5:31,19.0,0.0,0.0
7742,03/22/2020,,Saint Lucia,3/8/20 5:31,2.0,0.0,0.0
7743,03/22/2020,,Saint Vincent and the Grenadines,3/8/20 5:31,1.0,0.0,0.0
7744,03/22/2020,,San Marino,3/8/20 5:31,175.0,20.0,4.0
7745,03/22/2020,,Saudi Arabia,3/8/20 5:31,511.0,0.0,17.0
7746,03/22/2020,,Senegal,3/8/20 5:31,67.0,0.0,5.0
7747,03/22/2020,,Serbia,3/8/20 5:31,222.0,2.0,2.0
7748,03/22/2020,,Seychelles,3/8/20 5:31,7.0,0.0,0.0
7749,03/22/2020,,Singapore,3/8/20 5:31,455.0,2.0,144.0
7750,03/22/2020,,Slovakia,3/8/20 5:31,185.0,0.0,7.0
7751,03/22/2020,,Slovenia,3/8/20 5:31,414.0,2.0,0.0
7752,03/22/2020,,Somalia,3/8/20 5:31,1.0,0.0,0.0
7753,03/22/2020,,South Africa,3/8/20 5:31,274.0,0.0,2.0
7754,03/22/2020,,South Korea,3/8/20 5:31,8897.0,104.0,2909.0
7755,03/22/2020,,Spain,3/8/20 5:31,28603.0,1756.0,2125.0
7756,03/22/2020,,Sri Lanka,3/8/20 5:31,82.0,0.0,3.0
7757,03/22/2020,,Sudan,3/8/20 5:31,2.0,1.0,0.0
7758,03/22/2020,,Suriname,3/8/20 5:31,5.0,0.0,0.0
7759,03/22/2020,,Sweden,3/8/20 5:31,1931.0,21.0,16.0
7760,03/22/2020,,Switzerland,3/8/20 5:31,7474.0,98.0,131.0
7761,03/22/2020,,Syria,3/8/20 5:31,1.0,0.0,0.0
7762,03/22/2020,,Taiwan,3/8/20 5:31,169.0,2.0,28.0
7763,03/22/2020,,Tanzania,3/8/20 5:31,12.0,0.0,0.0
7764,03/22/2020,,Thailand,3/8/20 5:31,599.0,1.0,44.0
7765,03/22/2020,,Timor-Leste,3/8/20 5:31,1.0,0.0,0.0
7766,03/22/2020,,Togo,3/8/20 5:31,16.0,0.0,0.0
7767,03/22/2020,,Trinidad and Tobago,3/8/20 5:31,50.0,0.0,0.0
7768,03/22/2020,,Tunisia,3/8/20 5:31,75.0,3.0,1.0
7769,03/22/2020,,Turkey,3/8/20 5:31,1236.0,30.0,0.0
7770,03/22/2020,,UK,3/8/20 5:31,5683.0,281.0,93.0
7771,03/22/2020,,Uganda,3/8/20 5:31,1.0,0.0,0.0
7772,03/22/2020,,Ukraine,3/8/20 5:31,73.0,3.0,1.0
7773,03/22/2020,,United Arab Emirates,3/8/20 5:31,153.0,2.0,38.0
7774,03/22/2020,,Uruguay,3/8/20 5:31,135.0,0.0,0.0
7775,03/22/2020,,Uzbekistan,3/8/20 5:31,43.0,0.0,0.0
7776,03/22/2020,,Venezuela,3/8/20 5:31,70.0,0.0,15.0
7777,03/22/2020,,Vietnam,3/8/20 5:31,113.0,0.0,17.0
7778,03/22/2020,,Zambia,3/8/20 5:31,3.0,0.0,0.0
7779,03/22/2020,,Zimbabwe,3/8/20 5:31,3.0,0.0,0.0
7780,03/22/2020,Alabama,US,3/8/20 5:31,157.0,0.0,0.0
7781,03/22/2020,Alaska,US,3/8/20 5:31,20.0,0.0,0.0
7782,03/22/2020,Alberta,Canada,3/8/20 5:31,259.0,1.0,0.0
7783,03/22/2020,American Samoa,US,3/8/20 5:31,0.0,0.0,0.0
7784,03/22/2020,Anhui,Mainland China,3/8/20 5:31,990.0,6.0,984.0
7785,03/22/2020,Arizona,US,3/8/20 5:31,152.0,2.0,0.0
7786,03/22/2020,Arkansas,US,3/8/20 5:31,165.0,0.0,0.0
7787,03/22/2020,Aruba,Netherlands,3/8/20 5:31,9.0,0.0,1.0
7788,03/22/2020,Australian Capital Territory,Australia,3/8/20 5:31,19.0,0.0,0.0
7789,03/22/2020,Beijing,Mainland China,3/8/20 5:31,514.0,8.0,400.0
7790,03/22/2020,Bermuda,UK,3/8/20 5:31,2.0,0.0,0.0
7791,03/22/2020,British Columbia,Canada,3/8/20 5:31,424.0,10.0,0.0
7792,03/22/2020,California,US,3/8/20 5:31,1646.0,30.0,0.0
7793,03/22/2020,Cayman Islands,UK,3/8/20 5:31,3.0,1.0,0.0
7794,03/22/2020,Channel Islands,UK,3/8/20 5:31,32.0,0.0,0.0
7795,03/22/2020,Chongqing,Mainland China,3/8/20 5:31,577.0,6.0,570.0
7796,03/22/2020,Colorado,US,3/8/20 5:31,591.0,6.0,0.0
7797,03/22/2020,Connecticut,US,3/8/20 5:31,327.0,8.0,0.0
